sexe_annee_dpt,annee,top,cla_age_5,sexe,dept,Npop,prev
9_2015_09,2015,,50-54,9,09,10260,6.056
1_2015_09,2015,,55-59,1,09,4930,4.183
2_2015_09,2015,,55-59,2,09,5280,9.067
9_2015_09,2015,,55-59,9,09,10210,6.71
1_2015_09,2015,,60-64,1,09,5220,4.23
2_2015_09,2015,,60-64,2,09,5210,8.524
9_2015_09,2015,,60-64,9,09,10430,6.374
1_2015_09,2015,,65-69,1,09,5070,3.948
2_2015_09,2015,,65-69,2,09,5170,9.068
9_2015_09,2015,,65-69,9,09,10240,6.534
1_2015_09,2015,,70-74,1,09,3290,4.74
2_2015_09,2015,,70-74,2,09,3590,9.428
9_2015_09,2015,,70-74,9,09,6880,7.184
1_2015_09,2015,,75-79,1,09,2680,5.442
2_2015_09,2015,,75-79,2,09,3330,11.775
9_2015_09,2015,,75-79,9,09,6010,8.949
1_2015_09,2015,,80-84,1,09,2420,7.388
2_2015_09,2015,,80-84,2,09,3390,11.81
9_2015_09,2015,,80-84,9,09,5810,9.966
1_2015_09,2015,,85-89,1,09,1600,9.295
2_2015_09,2015,,85-89,2,09,2740,14.869
9_2015_09,2015,,85-89,9,09,4350,12.813
1_2015_09,2015,,90-94,1,09,630,9.968
2_2015_09,2015,,90-94,2,09,1640,14.538
9_2015_09,2015,,90-94,9,09,2280,13.269
1_2015_09,2015,,95et+,1,09,140,10.417
2_2015_09,2015,,95et+,2,09,450,12.556
9_2015_09,2015,,95et+,9,09,590,12.034
1_2015_09,2015,,tsage,1,09,69650,2.92
2_2015_09,2015,,tsage,2,09,75330,6.353
9_2015_09,2015,,tsage,9,09,144980,4.704
1_2015_10,2015,,00-04,1,10,8690,0
2_2015_10,2015,,00-04,2,10,8220,0
9_2015_10,2015,,00-04,9,10,16910,0
1_2015_10,2015,,05-09,1,10,9410,0
2_2015_10,2015,,05-09,2,10,8900,0
9_2015_10,2015,,05-09,9,10,18310,0
1_2015_10,2015,,10-14,1,10,8980,0
2_2015_10,2015,,10-14,2,10,8590,0
9_2015_10,2015,,10-14,9,10,17570,0.074
1_2015_10,2015,,15-19,1,10,8360,0.371
2_2015_10,2015,,15-19,2,10,8610,0.651
9_2015_10,2015,,15-19,9,10,16970,0.513
1_2015_10,2015,,20-24,1,10,7200,0.68
2_2015_10,2015,,20-24,2,10,7960,1.281
9_2015_10,2015,,20-24,9,10,15170,0.996
1_2015_10,2015,,25-29,1,10,7680,1.198
2_2015_10,2015,,25-29,2,10,8550,2.503
9_2015_10,2015,,25-29,9,10,16230,1.885
1_2015_10,2015,,30-34,1,10,8010,1.997
2_2015_10,2015,,30-34,2,10,8990,3.437
9_2015_10,2015,,30-34,9,10,17000,2.758
1_2015_10,2015,,35-39,1,10,7960,2.916
2_2015_10,2015,,35-39,2,10,8710,5.82
9_2015_10,2015,,35-39,9,10,16670,4.434
1_2015_10,2015,,40-44,1,10,8970,3.468
2_2015_10,2015,,40-44,2,10,9620,7.34
9_2015_10,2015,,40-44,9,10,18590,5.472
1_2015_10,2015,,45-49,1,10,9240,4.424
2_2015_10,2015,,45-49,2,10,9720,9.314
9_2015_10,2015,,45-49,9,10,18960,6.93
1_2015_10,2015,,50-54,1,10,9280,4.418
2_2015_10,2015,,50-54,2,10,9910,10.421
9_2015_10,2015,,50-54,9,10,19190,7.518
1_2015_10,2015,,55-59,1,10,8930,5.119
2_2015_10,2015,,55-59,2,10,9790,11.518
9_2015_10,2015,,55-59,9,10,18710,8.465
1_2015_10,2015,,60-64,1,10,8970,4.883
2_2015_10,2015,,60-64,2,10,9970,10.984
9_2015_10,2015,,60-64,9,10,18940,8.095
1_2015_10,2015,,65-69,1,10,9270,5.015
2_2015_10,2015,,65-69,2,10,10020,10.495
9_2015_10,2015,,65-69,9,10,19300,7.861
1_2015_10,2015,,70-74,1,10,5550,4.682
2_2015_10,2015,,70-74,2,10,6170,11.025
9_2015_10,2015,,70-74,9,10,11720,8.02
1_2015_10,2015,,75-79,1,10,4630,6.119
2_2015_10,2015,,75-79,2,10,6040,12.38
9_2015_10,2015,,75-79,9,10,10670,9.665
1_2015_10,2015,,80-84,1,10,3760,7.76
2_2015_10,2015,,80-84,2,10,5740,13.569
9_2015_10,2015,,80-84,9,10,9500,11.269
1_2015_10,2015,,85-89,1,10,2250,9.354
2_2015_10,2015,,85-89,2,10,4330,16.289
9_2015_10,2015,,85-89,9,10,6570,13.921
1_2015_10,2015,,90-94,1,10,940,12.807
2_2015_10,2015,,90-94,2,10,2520,16.237
9_2015_10,2015,,90-94,9,10,3460,15.307
1_2015_10,2015,,95et+,1,10,220,12.162
2_2015_10,2015,,95et+,2,10,750,17.42
9_2015_10,2015,,95et+,9,10,970,16.222
1_2015_10,2015,,tsage,1,10,138300,3.076
2_2015_10,2015,,tsage,2,10,153110,6.9
9_2015_10,2015,,tsage,9,10,291410,5.085
1_2015_11,2015,,00-04,1,11,9080,0
2_2015_11,2015,,00-04,2,11,8610,0
9_2015_11,2015,,00-04,9,11,17690,0
1_2015_11,2015,,05-09,1,11,9950,0
2_2015_11,2015,,05-09,2,11,9760,0
9_2015_11,2015,,05-09,9,11,19710,0
1_2015_11,2015,,10-14,1,11,10090,0
2_2015_11,2015,,10-14,2,11,9580,0
9_2015_11,2015,,10-14,9,11,19670,0.061
1_2015_11,2015,,15-19,1,11,9750,0.277
2_2015_11,2015,,15-19,2,11,9650,0.559
9_2015_11,2015,,15-19,9,11,19400,0.417
1_2015_11,2015,,20-24,1,11,8220,0.669
2_2015_11,2015,,20-24,2,11,8380,1.169
9_2015_11,2015,,20-24,9,11,16600,0.921
1_2015_11,2015,,25-29,1,11,8410,1.189
2_2015_11,2015,,25-29,2,11,9040,1.781
9_2015_11,2015,,25-29,9,11,17450,1.496
1_2015_11,2015,,30-34,1,11,8470,1.523
2_2015_11,2015,,30-34,2,11,9740,3.214
9_2015_11,2015,,30-34,9,11,18210,2.427
1_2015_11,2015,,35-39,1,11,9200,2.251
2_2015_11,2015,,35-39,2,11,10270,4.148
9_2015_11,2015,,35-39,9,11,19470,3.252
1_2015_11,2015,,40-44,1,11,10660,3.049
2_2015_11,2015,,40-44,2,11,11680,6.284
9_2015_11,2015,,40-44,9,11,22340,4.741
1_2015_11,2015,,45-49,1,11,11240,3.345
2_2015_11,2015,,45-49,2,11,12210,7.451
9_2015_11,2015,,45-49,9,11,23450,5.484
1_2015_11,2015,,50-54,1,11,11550,4.269
2_2015_11,2015,,50-54,2,11,12290,7.989
9_2015_11,2015,,50-54,9,11,23840,6.187
1_2015_11,2015,,55-59,1,11,10940,4.663
2_2015_11,2015,,55-59,2,11,12040,8.587
9_2015_11,2015,,55-59,9,11,22980,6.719
1_2015_11,2015,,60-64,1,11,11740,4.269
2_2015_11,2015,,60-64,2,11,12610,8.557
9_2015_11,2015,,60-64,9,11,24350,6.49
1_2015_11,2015,,65-69,1,11,12440,3.922
2_2015_11,2015,,65-69,2,11,13230,8.655
9_2015_11,2015,,65-69,9,11,25670,6.361
1_2015_11,2015,,70-74,1,11,8360,4.797
2_2015_11,2015,,70-74,2,11,9300,9.616
9_2015_11,2015,,70-74,9,11,17660,7.334
1_2015_11,2015,,75-79,1,11,6370,5.887
2_2015_11,2015,,75-79,2,11,7680,11.128
9_2015_11,2015,,75-79,9,11,14050,8.753
1_2015_11,2015,,80-84,1,11,5530,7.466
2_2015_11,2015,,80-84,2,11,7730,12.776
9_2015_11,2015,,80-84,9,11,13270,10.562
1_2015_11,2015,,85-89,1,11,3590,8.196
2_2015_11,2015,,85-89,2,11,6140,14.686
9_2015_11,2015,,85-89,9,11,9730,12.293
1_2015_11,2015,,90-94,1,11,1520,11.214
2_2015_11,2015,,90-94,2,11,3470,13.903
9_2015_11,2015,,90-94,9,11,4980,13.084
1_2015_11,2015,,95et+,1,11,310,8.795
2_2015_11,2015,,95et+,2,11,1030,14.355
9_2015_11,2015,,95et+,9,11,1340,13.079
1_2015_11,2015,,tsage,1,11,167400,2.927
2_2015_11,2015,,tsage,2,11,184460,6.077
9_2015_11,2015,,tsage,9,11,351860,4.578
1_2015_12,2015,,00-04,1,12,6290,0
2_2015_12,2015,,00-04,2,12,5970,0
9_2015_12,2015,,00-04,9,12,12260,0
1_2015_12,2015,,05-09,1,12,7130,0
2_2015_12,2015,,05-09,2,12,6720,0
9_2015_12,2015,,05-09,9,12,13840,0
1_2015_12,2015,,10-14,1,12,7250,0
2_2015_12,2015,,10-14,2,12,6840,0
9_2015_12,2015,,10-14,9,12,14090,0
1_2015_12,2015,,15-19,1,12,6990,0.229
2_2015_12,2015,,15-19,2,12,6670,0.495
9_2015_12,2015,,15-19,9,12,13660,0.359
1_2015_12,2015,,20-24,1,12,5930,0.641
2_2015_12,2015,,20-24,2,12,5900,0.982
9_2015_12,2015,,20-24,9,12,11840,0.811
1_2015_12,2015,,25-29,1,12,5950,0.672
2_2015_12,2015,,25-29,2,12,6210,1.788
9_2015_12,2015,,25-29,9,12,12160,1.242
1_2015_12,2015,,30-34,1,12,6530,1.869
2_2015_12,2015,,30-34,2,12,6960,2.761
9_2015_12,2015,,30-34,9,12,13480,2.329
1_2015_12,2015,,35-39,1,12,6850,2.454
2_2015_12,2015,,35-39,2,12,7120,4.509
9_2015_12,2015,,35-39,9,12,13960,3.502
1_2015_12,2015,,40-44,1,12,7780,3.019
2_2015_12,2015,,40-44,2,12,8190,6.475
9_2015_12,2015,,40-44,9,12,15970,4.791
1_2015_12,2015,,45-49,1,12,8550,3.718
2_2015_12,2015,,45-49,2,12,8790,7.353
9_2015_12,2015,,45-49,9,12,17340,5.559
1_2015_12,2015,,50-54,1,12,9090,4.095
2_2015_12,2015,,50-54,2,12,9170,8.352
9_2015_12,2015,,50-54,9,12,18260,6.233
1_2015_12,2015,,55-59,1,12,8830,4.822
2_2015_12,2015,,55-59,2,12,9100,9.871
9_2015_12,2015,,55-59,9,12,17930,7.384
1_2015_12,2015,,60-64,1,12,9070,4.675
2_2015_12,2015,,60-64,2,12,9260,8.781
9_2015_12,2015,,60-64,9,12,18330,6.749
1_2015_12,2015,,65-69,1,12,9360,4.936
2_2015_12,2015,,65-69,2,12,9640,9.844
9_2015_12,2015,,65-69,9,12,19000,7.427
1_2015_12,2015,,70-74,1,12,6070,5.537
2_2015_12,2015,,70-74,2,12,6720,10.085
9_2015_12,2015,,70-74,9,12,12790,7.927
1_2015_12,2015,,75-79,1,12,5610,6.708
2_2015_12,2015,,75-79,2,12,6820,12.592
9_2015_12,2015,,75-79,9,12,12430,9.938
1_2015_12,2015,,80-84,1,12,5010,8.842
2_2015_12,2015,,80-84,2,12,6880,14.977
9_2015_12,2015,,80-84,9,12,11890,12.393
1_2015_12,2015,,85-89,1,12,3190,11.352
2_2015_12,2015,,85-89,2,12,5380,17.854
9_2015_12,2015,,85-89,9,12,8570,15.433
1_2015_12,2015,,90-94,1,12,1360,13.255
2_2015_12,2015,,90-94,2,12,3140,18.645
9_2015_12,2015,,90-94,9,12,4500,17.018
1_2015_12,2015,,95et+,1,12,250,12.195
2_2015_12,2015,,95et+,2,12,870,17.416
9_2015_12,2015,,95et+,9,12,1110,16.262
1_2015_12,2015,,tsage,1,12,127080,3.427
2_2015_12,2015,,tsage,2,12,136330,7.028
9_2015_12,2015,,tsage,9,12,263410,5.291
1_2015_13,2015,,00-04,1,13,63010,0
2_2015_13,2015,,00-04,2,13,59560,0
9_2015_13,2015,,00-04,9,13,122570,0
1_2015_13,2015,,05-09,1,13,62830,0
2_2015_13,2015,,05-09,2,13,59980,0
9_2015_13,2015,,05-09,9,13,122810,0
1_2015_13,2015,,10-14,1,13,59050,0.044
2_2015_13,2015,,10-14,2,13,56210,0.032
9_2015_13,2015,,10-14,9,13,115260,0.038
1_2015_13,2015,,15-19,1,13,56670,0.219
2_2015_13,2015,,15-19,2,13,56080,0.389
9_2015_13,2015,,15-19,9,13,112750,0.303
1_2015_13,2015,,20-24,1,13,53530,0.714
2_2015_13,2015,,20-24,2,13,59230,1.216
9_2015_13,2015,,20-24,9,13,112760,0.977
1_2015_13,2015,,25-29,1,13,58280,1.156
2_2015_13,2015,,25-29,2,13,66200,1.964
9_2015_13,2015,,25-29,9,13,124480,1.586
1_2015_13,2015,,30-34,1,13,60260,1.98
2_2015_13,2015,,30-34,2,13,68070,3.389
9_2015_13,2015,,30-34,9,13,128330,2.727
1_2015_13,2015,,35-39,1,13,60290,2.644
2_2015_13,2015,,35-39,2,13,66030,5.077
9_2015_13,2015,,35-39,9,13,126320,3.915
1_2015_13,2015,,40-44,1,13,64480,3.499
2_2015_13,2015,,40-44,2,13,69390,6.969
9_2015_13,2015,,40-44,9,13,133870,5.298
1_2015_13,2015,,45-49,1,13,66440,4.277
2_2015_13,2015,,45-49,2,13,70950,8.347
9_2015_13,2015,,45-49,9,13,137390,6.379
1_2015_13,2015,,50-54,1,13,65970,4.99
2_2015_13,2015,,50-54,2,13,71020,9.861
9_2015_13,2015,,50-54,9,13,136990,7.515
1_2015_13,2015,,55-59,1,13,60200,5.862
2_2015_13,2015,,55-59,2,13,66020,11.146
9_2015_13,2015,,55-59,9,13,126220,8.626
1_2015_13,2015,,60-64,1,13,55990,5.331
2_2015_13,2015,,60-64,2,13,62070,10.693
9_2015_13,2015,,60-64,9,13,118060,8.15
1_2015_13,2015,,65-69,1,13,53570,4.454
2_2015_13,2015,,65-69,2,13,60000,9.604
9_2015_13,2015,,65-69,9,13,113570,7.175
1_2015_13,2015,,70-74,1,13,38900,5.206
2_2015_13,2015,,70-74,2,13,44340,10.299
9_2015_13,2015,,70-74,9,13,83240,7.919
1_2015_13,2015,,75-79,1,13,30010,5.962
2_2015_13,2015,,75-79,2,13,36680,12.099
9_2015_13,2015,,75-79,9,13,66690,9.338
1_2015_13,2015,,80-84,1,13,23550,8.189
2_2015_13,2015,,80-84,2,13,34590,13.854
9_2015_13,2015,,80-84,9,13,58130,11.56
1_2015_13,2015,,85-89,1,13,14480,10.943
2_2015_13,2015,,85-89,2,13,26470,16.67
9_2015_13,2015,,85-89,9,13,40950,14.646
1_2015_13,2015,,90-94,1,13,5800,12.106
2_2015_13,2015,,90-94,2,13,15260,18.474
9_2015_13,2015,,90-94,9,13,21060,16.72
1_2015_13,2015,,95et+,1,13,1260,12.54
2_2015_13,2015,,95et+,2,13,4880,18.7
9_2015_13,2015,,95et+,9,13,6140,17.435
1_2015_13,2015,,tsage,1,13,954570,3.088
2_2015_13,2015,,tsage,2,13,1053020,6.398
9_2015_13,2015,,tsage,9,13,2007590,4.824
1_2015_14,2015,,00-04,1,14,18730,0
2_2015_14,2015,,00-04,2,14,17680,0
9_2015_14,2015,,00-04,9,14,36400,0
1_2015_14,2015,,05-09,1,14,20580,0
2_2015_14,2015,,05-09,2,14,19400,0
9_2015_14,2015,,05-09,9,14,39980,0
1_2015_14,2015,,10-14,1,14,20500,0.093
2_2015_14,2015,,10-14,2,14,19360,0
9_2015_14,2015,,10-14,9,14,39860,0.07
1_2015_14,2015,,15-19,1,14,19890,0.327
2_2015_14,2015,,15-19,2,14,19700,0.579
9_2015_14,2015,,15-19,9,14,39580,0.452
1_2015_14,2015,,20-24,1,14,17880,0.973
2_2015_14,2015,,20-24,2,14,19730,1.672
9_2015_14,2015,,20-24,9,14,37610,1.34
1_2015_14,2015,,25-29,1,14,18020,1.537
2_2015_14,2015,,25-29,2,14,20020,2.832
9_2015_14,2015,,25-29,9,14,38040,2.218
1_2015_14,2015,,30-34,1,14,18840,2.331
2_2015_14,2015,,30-34,2,14,20430,4.287
9_2015_14,2015,,30-34,9,14,39270,3.349
1_2015_14,2015,,35-39,1,14,18860,3.139
2_2015_14,2015,,35-39,2,14,20150,6.207
9_2015_14,2015,,35-39,9,14,39020,4.724
1_2015_14,2015,,40-44,1,14,20810,4.344
2_2015_14,2015,,40-44,2,14,21970,8.366
9_2015_14,2015,,40-44,9,14,42780,6.41
1_2015_14,2015,,45-49,1,14,21190,4.711
2_2015_14,2015,,45-49,2,14,22050,10.163
9_2015_14,2015,,45-49,9,14,43240,7.491
1_2015_14,2015,,50-54,1,14,20850,5.564
2_2015_14,2015,,50-54,2,14,22460,11.241
9_2015_14,2015,,50-54,9,14,43310,8.509
1_2015_14,2015,,55-59,1,14,20690,5.767
2_2015_14,2015,,55-59,2,14,22410,11.935
9_2015_14,2015,,55-59,9,14,43090,8.974
1_2015_14,2015,,60-64,1,14,21070,5.396
2_2015_14,2015,,60-64,2,14,23060,10.746
9_2015_14,2015,,60-64,9,14,44130,8.192
1_2015_14,2015,,65-69,1,14,20180,5.684
2_2015_14,2015,,65-69,2,14,22670,11.188
9_2015_14,2015,,65-69,9,14,42850,8.596
1_2015_14,2015,,70-74,1,14,11770,6.447
2_2015_14,2015,,70-74,2,14,13750,12.051
9_2015_14,2015,,70-74,9,14,25520,9.466
1_2015_14,2015,,75-79,1,14,9850,7.301
2_2015_14,2015,,75-79,2,14,13270,13.389
9_2015_14,2015,,75-79,9,14,23110,10.795
1_2015_14,2015,,80-84,1,14,7860,8.79
2_2015_14,2015,,80-84,2,14,12920,15.67
9_2015_14,2015,,80-84,9,14,20780,13.067
1_2015_14,2015,,85-89,1,14,4740,11.35
2_2015_14,2015,,85-89,2,14,9610,17.275
9_2015_14,2015,,85-89,9,14,14350,15.318
1_2015_14,2015,,90-94,1,14,1990,14.429
2_2015_14,2015,,90-94,2,14,5530,19.135
9_2015_14,2015,,90-94,9,14,7520,17.89
1_2015_14,2015,,95et+,1,14,390,16.837
2_2015_14,2015,,95et+,2,14,1600,18.926
9_2015_14,2015,,95et+,9,14,1990,18.515
1_2015_14,2015,,tsage,1,14,314670,3.55
2_2015_14,2015,,tsage,2,14,347760,7.453
9_2015_14,2015,,tsage,9,14,662430,5.599
1_2015_15,2015,,00-04,1,15,3020,0
2_2015_15,2015,,00-04,2,15,2900,0
9_2015_15,2015,,00-04,9,15,5920,0
1_2015_15,2015,,05-09,1,15,3370,0
2_2015_15,2015,,05-09,2,15,3300,0
9_2015_15,2015,,05-09,9,15,6680,0
1_2015_15,2015,,10-14,1,15,3490,0
2_2015_15,2015,,10-14,2,15,3450,0
9_2015_15,2015,,10-14,9,15,6940,0
1_2015_15,2015,,15-19,1,15,3280,0.427
2_2015_15,2015,,15-19,2,15,3180,0.472
9_2015_15,2015,,15-19,9,15,6460,0.449
1_2015_15,2015,,20-24,1,15,2950,1.053
2_2015_15,2015,,20-24,2,15,2840,1.27
9_2015_15,2015,,20-24,9,15,5780,1.159
1_2015_15,2015,,25-29,1,15,3040,1.445
2_2015_15,2015,,25-29,2,15,3170,2.522
9_2015_15,2015,,25-29,9,15,6220,1.995
1_2015_15,2015,,30-34,1,15,3200,1.847
2_2015_15,2015,,30-34,2,15,3450,4.151
9_2015_15,2015,,30-34,9,15,6640,3.042
1_2015_15,2015,,35-39,1,15,3350,2.718
2_2015_15,2015,,35-39,2,15,3560,6.071
9_2015_15,2015,,35-39,9,15,6910,4.445
1_2015_15,2015,,40-44,1,15,4120,3.572
2_2015_15,2015,,40-44,2,15,4310,8.082
9_2015_15,2015,,40-44,9,15,8420,5.878
1_2015_15,2015,,45-49,1,15,4450,4.384
2_2015_15,2015,,45-49,2,15,4460,8.954
9_2015_15,2015,,45-49,9,15,8900,6.671
1_2015_15,2015,,50-54,1,15,4800,3.732
2_2015_15,2015,,50-54,2,15,4960,10.105
9_2015_15,2015,,50-54,9,15,9750,6.971
1_2015_15,2015,,55-59,1,15,4900,5.474
2_2015_15,2015,,55-59,2,15,4970,11.125
9_2015_15,2015,,55-59,9,15,9870,8.321
1_2015_15,2015,,60-64,1,15,5180,4.868
2_2015_15,2015,,60-64,2,15,5150,9.776
9_2015_15,2015,,60-64,9,15,10320,7.314
1_2015_15,2015,,65-69,1,15,5060,5.675
2_2015_15,2015,,65-69,2,15,5280,10.852
9_2015_15,2015,,65-69,9,15,10340,8.32
1_2015_15,2015,,70-74,1,15,3070,6.325
2_2015_15,2015,,70-74,2,15,3490,12.557
9_2015_15,2015,,70-74,9,15,6560,9.641
1_2015_15,2015,,75-79,1,15,2930,7.27
2_2015_15,2015,,75-79,2,15,3710,13.059
9_2015_15,2015,,75-79,9,15,6640,10.506
1_2015_15,2015,,80-84,1,15,2510,8.333
2_2015_15,2015,,80-84,2,15,3750,15.319
9_2015_15,2015,,80-84,9,15,6260,12.518
1_2015_15,2015,,85-89,1,15,1530,12.426
2_2015_15,2015,,85-89,2,15,2950,17.679
9_2015_15,2015,,85-89,9,15,4480,15.885
1_2015_15,2015,,90-94,1,15,680,11.556
2_2015_15,2015,,90-94,2,15,1630,19.73
9_2015_15,2015,,90-94,9,15,2310,17.339
1_2015_15,2015,,95et+,1,15,140,12.587
2_2015_15,2015,,95et+,2,15,470,18.776
9_2015_15,2015,,95et+,9,15,620,17.342
1_2015_15,2015,,tsage,1,15,65040,3.804
2_2015_15,2015,,tsage,2,15,70960,8.173
9_2015_15,2015,,tsage,9,15,136000,6.084
1_2015_16,2015,,00-04,1,16,8550,0
2_2015_16,2015,,00-04,2,16,8080,0
9_2015_16,2015,,00-04,9,16,16630,0
1_2015_16,2015,,05-09,1,16,9430,0
2_2015_16,2015,,05-09,2,16,8670,0
9_2015_16,2015,,05-09,9,16,18110,0
1_2015_16,2015,,10-14,1,16,9350,0
2_2015_16,2015,,10-14,2,16,8810,0
9_2015_16,2015,,10-14,9,16,18160,0.083
1_2015_16,2015,,15-19,1,16,9220,0.293
2_2015_16,2015,,15-19,2,16,9080,0.716
9_2015_16,2015,,15-19,9,16,18300,0.503
1_2015_16,2015,,20-24,1,16,7890,0.659
2_2015_16,2015,,20-24,2,16,8400,1.405
9_2015_16,2015,,20-24,9,16,16290,1.044
1_2015_16,2015,,25-29,1,16,8530,1.278
2_2015_16,2015,,25-29,2,16,8730,2.349
9_2015_16,2015,,25-29,9,16,17260,1.819
1_2015_16,2015,,30-34,1,16,8510,1.891
2_2015_16,2015,,30-34,2,16,9120,3.751
9_2015_16,2015,,30-34,9,16,17630,2.853
1_2015_16,2015,,35-39,1,16,8680,2.707
2_2015_16,2015,,35-39,2,16,9320,5.6
9_2015_16,2015,,35-39,9,16,18000,4.205
1_2015_16,2015,,40-44,1,16,10080,3.65
2_2015_16,2015,,40-44,2,16,10870,7.211
9_2015_16,2015,,40-44,9,16,20960,5.497
1_2015_16,2015,,45-49,1,16,10920,4.203
2_2015_16,2015,,45-49,2,16,11590,9.071
9_2015_16,2015,,45-49,9,16,22510,6.709
1_2015_16,2015,,50-54,1,16,11320,4.654
2_2015_16,2015,,50-54,2,16,12120,9.699
9_2015_16,2015,,50-54,9,16,23440,7.262
1_2015_16,2015,,55-59,1,16,11420,5.307
2_2015_16,2015,,55-59,2,16,12260,11.248
9_2015_16,2015,,55-59,9,16,23680,8.383
1_2015_16,2015,,60-64,1,16,11600,4.697
2_2015_16,2015,,60-64,2,16,12350,10.852
9_2015_16,2015,,60-64,9,16,23950,7.87
1_2015_16,2015,,65-69,1,16,11060,5.372
2_2015_16,2015,,65-69,2,16,11790,11.414
9_2015_16,2015,,65-69,9,16,22850,8.49
1_2015_16,2015,,70-74,1,16,6880,6.036
2_2015_16,2015,,70-74,2,16,8080,12.401
9_2015_16,2015,,70-74,9,16,14960,9.475
1_2015_16,2015,,75-79,1,16,6160,7.077
2_2015_16,2015,,75-79,2,16,7520,14.003
9_2015_16,2015,,75-79,9,16,13680,10.884
1_2015_16,2015,,80-84,1,16,5490,9.29
2_2015_16,2015,,80-84,2,16,7770,13.633
9_2015_16,2015,,80-84,9,16,13260,11.834
1_2015_16,2015,,85-89,1,16,3360,10.969
2_2015_16,2015,,85-89,2,16,6140,16.949
9_2015_16,2015,,85-89,9,16,9510,14.833
1_2015_16,2015,,90-94,1,16,1420,10.946
2_2015_16,2015,,90-94,2,16,3550,18.946
9_2015_16,2015,,90-94,9,16,4960,16.663
1_2015_16,2015,,95et+,1,16,270,13.704
2_2015_16,2015,,95et+,2,16,1150,15.371
9_2015_16,2015,,95et+,9,16,1420,15.053
1_2015_16,2015,,tsage,1,16,160140,3.506
2_2015_16,2015,,tsage,2,16,175380,7.604
9_2015_16,2015,,tsage,9,16,335520,5.648
1_2015_17,2015,,00-04,1,17,14420,0
2_2015_17,2015,,00-04,2,17,14020,0
9_2015_17,2015,,00-04,9,17,28440,0
1_2015_17,2015,,05-09,1,17,16770,0
2_2015_17,2015,,05-09,2,17,15620,0
9_2015_17,2015,,05-09,9,17,32380,0
1_2015_17,2015,,10-14,1,17,17330,0.075
2_2015_17,2015,,10-14,2,17,16370,0
9_2015_17,2015,,10-14,9,17,33700,0.047
1_2015_17,2015,,15-19,1,17,17240,0.255
2_2015_17,2015,,15-19,2,17,16400,0.36
9_2015_17,2015,,15-19,9,17,33640,0.306
1_2015_17,2015,,20-24,1,17,14110,0.773
2_2015_17,2015,,20-24,2,17,14740,1.343
9_2015_17,2015,,20-24,9,17,28850,1.064
1_2015_17,2015,,25-29,1,17,14360,1.435
2_2015_17,2015,,25-29,2,17,15750,2.642
9_2015_17,2015,,25-29,9,17,30100,2.066
1_2015_17,2015,,30-34,1,17,15580,2.041
2_2015_17,2015,,30-34,2,17,16850,3.769
9_2015_17,2015,,30-34,9,17,32430,2.939
1_2015_17,2015,,35-39,1,17,15720,3.021
2_2015_17,2015,,35-39,2,17,17250,5.205
9_2015_17,2015,,35-39,9,17,32980,4.163
1_2015_17,2015,,40-44,1,17,19020,3.77
2_2015_17,2015,,40-44,2,17,20350,7.76
9_2015_17,2015,,40-44,9,17,39370,5.832
1_2015_17,2015,,45-49,1,17,19710,4.51
2_2015_17,2015,,45-49,2,17,21070,9.142
9_2015_17,2015,,45-49,9,17,40780,6.903
1_2015_17,2015,,50-54,1,17,19530,4.783
2_2015_17,2015,,50-54,2,17,21190,10.079
9_2015_17,2015,,50-54,9,17,40720,7.539
1_2015_17,2015,,55-59,1,17,19570,5.712
2_2015_17,2015,,55-59,2,17,21710,11.226
9_2015_17,2015,,55-59,9,17,41280,8.612
1_2015_17,2015,,60-64,1,17,21390,4.578
2_2015_17,2015,,60-64,2,17,24270,10.506
9_2015_17,2015,,60-64,9,17,45660,7.729
1_2015_17,2015,,65-69,1,17,23640,5.309
2_2015_17,2015,,65-69,2,17,25920,10.921
9_2015_17,2015,,65-69,9,17,49560,8.245
1_2015_17,2015,,70-74,1,17,15150,5.689
2_2015_17,2015,,70-74,2,17,16950,11.769
9_2015_17,2015,,70-74,9,17,32100,8.899
1_2015_17,2015,,75-79,1,17,12260,7.121
2_2015_17,2015,,75-79,2,17,14990,13.013
9_2015_17,2015,,75-79,9,17,27250,10.363
1_2015_17,2015,,80-84,1,17,10200,8.327
2_2015_17,2015,,80-84,2,17,14120,14.88
9_2015_17,2015,,80-84,9,17,24320,12.132
1_2015_17,2015,,85-89,1,17,6300,10.825
2_2015_17,2015,,85-89,2,17,11340,16.645
9_2015_17,2015,,85-89,9,17,17640,14.566
1_2015_17,2015,,90-94,1,17,2810,13.538
2_2015_17,2015,,90-94,2,17,6500,19.828
9_2015_17,2015,,90-94,9,17,9310,17.931
1_2015_17,2015,,95et+,1,17,580,14.435
2_2015_17,2015,,95et+,2,17,2080,20.645
9_2015_17,2015,,95et+,9,17,2650,19.299
1_2015_17,2015,,tsage,1,17,295670,3.649
2_2015_17,2015,,tsage,2,17,327490,7.732
9_2015_17,2015,,tsage,9,17,623150,5.794
1_2015_18,2015,,00-04,1,18,7610,0
2_2015_18,2015,,00-04,2,18,7250,0
9_2015_18,2015,,00-04,9,18,14870,0
1_2015_18,2015,,05-09,1,18,8380,0
2_2015_18,2015,,05-09,2,18,7740,0
9_2015_18,2015,,05-09,9,18,16120,0
1_2015_18,2015,,10-14,1,18,8240,0
2_2015_18,2015,,10-14,2,18,7870,0
